id,date,customer_id,product_id,quantity,amount,discount,status,region
1504,2025-01-31,102,11,4,99.96,0,completed,West
1505,2024-04-17,81,6,10,269.91,0.1,completed,North
1506,2024-05-09,108,21,1,129.99,0,pending,East
1507,2025-05-13,144,7,10,509.91,0.15,completed,North
1508,2024-02-17,110,23,10,679.91,0.15,completed,West
1509,2025-08-03,28,16,9,2137.41,0.05,refunded,South
1510,2025-12-16,161,18,3,449.97,0,completed,East
1511,2025-01-07,63,19,5,3799.95,0.05,completed,East
1512,2024-04-04,5,20,1,59.99,0,completed,North
1513,2025-11-17,185,1,6,4859.95,0.1,pending,North
1514,2025-04-04,76,19,2,1359.98,0.15,pending,West
1515,2025-09-18,152,7,1,59.99,0,refunded,South
1516,2024-09-04,92,24,1,474.99,0.05,completed,North
1517,2024-08-11,71,17,7,2799.93,0,completed,West
1518,2024-06-01,145,8,4,341.96,0.05,completed,South
1519,2025-12-09,48,18,10,1349.91,0.1,completed,South
1520,2024-03-11,31,21,2,246.98,0.05,completed,South
1521,2025-01-27,22,14,2,8.98,0.1,pending,North
1522,2025-08-05,158,20,1,59.99,0,completed,East
1523,2025-01-23,82,19,6,4799.94,0,completed,North
1524,2025-07-27,45,19,6,4799.94,0,refunded,South
1525,2025-05-13,9,12,2,7.58,0.05,completed,East
1526,2024-12-29,31,22,2,75.98,0.05,completed,South
1527,2025-01-18,102,5,7,1994.93,0.05,completed,West
1528,2024-07-30,133,21,8,987.92,0.05,completed,South
1529,2025-03-25,101,6,8,239.92,0,refunded,South
1530,2024-05-01,167,17,9,3419.91,0.05,completed,South
1531,2024-03-16,27,11,10,249.9,0,refunded,North
1532,2024-02-24,146,3,9,3149.91,0,completed,West
1533,2025-11-18,94,4,1,127.49,0.15,completed,West
1534,2025-03-30,167,9,9,611.92,0.15,pending,South
1535,2024-10-17,63,19,3,2399.97,0,refunded,East
1536,2024-06-05,130,3,9,3149.91,0,completed,East
1537,2025-06-27,190,6,3,89.97,0,completed,West
1538,2025-09-18,148,5,3,899.97,0,completed,North
1539,2024-03-04,13,20,5,299.95,0,completed,West
1540,2025-01-05,25,11,6,149.94,0,completed,South
1541,2024-07-05,45,13,6,89.94,0,completed,South
1542,2024-03-18,35,22,10,399.9,0,pending,South
1543,2025-09-25,189,19,4,2719.97,0.15,pending,South
1544,2025-08-19,96,15,4,35.96,0.1,completed,West
1545,2024-01-25,58,15,4,39.96,0,completed,South
1546,2024-05-01,59,18,1,149.99,0,completed,North
1547,2024-09-07,184,7,2,113.98,0.05,completed,East
1548,2024-11-12,152,2,3,1709.97,0.05,pending,South
1549,2024-05-29,31,21,1,110.49,0.15,pending,South
1550,2024-05-08,11,17,3,1199.97,0,completed,South
1551,2024-09-30,71,24,7,3149.94,0.1,completed,West
1552,2024-02-11,130,19,1,799.99,0,completed,East
1553,2024-05-08,129,17,6,2039.95,0.15,completed,South
1554,2024-03-26,151,13,6,85.44,0.05,pending,North
1555,2024-08-25,191,13,1,14.99,0,refunded,South
1556,2024-12-12,186,9,2,159.98,0,completed,South
1557,2025-04-24,113,5,8,2399.92,0,completed,South
1558,2024-10-10,63,4,9,1349.91,0,refunded,East
1559,2024-02-06,46,4,8,1139.92,0.05,refunded,North
1560,2024-01-08,195,4,4,599.96,0,pending,South
1561,2025-11-24,126,25,5,349.95,0,pending,North
1562,2024-07-09,158,17,10,3399.91,0.15,completed,East
1563,2025-10-25,67,23,2,159.98,0,completed,North
1564,2025-08-22,56,10,7,797.93,0.05,completed,South
1565,2025-06-06,44,8,10,854.9,0.05,completed,South
1566,2024-10-21,196,12,1,3.99,0,completed,East
1567,2024-08-13,151,5,10,2699.91,0.1,pending,North
1568,2024-09-03,143,5,3,899.97,0,refunded,North
1569,2025-02-12,170,19,3,2399.97,0,refunded,West
1570,2025-04-27,53,11,5,112.45,0.1,completed,East
1571,2025-02-12,123,25,8,475.93,0.15,completed,West
1572,2024-06-10,175,10,2,239.98,0,completed,South
1573,2024-10-07,148,25,2,139.98,0,completed,North
1574,2024-04-13,45,6,4,119.96,0,pending,South
1575,2024-03-07,173,13,9,121.42,0.1,completed,South
1576,2024-01-26,18,12,6,23.94,0,completed,East
1577,2025-08-26,51,5,5,1499.95,0,completed,South
1578,2025-01-14,43,17,9,3239.92,0.1,completed,South
1579,2025-10-03,87,6,6,179.94,0,completed,South
1580,2024-06-27,6,6,4,101.97,0.15,completed,East
1581,2025-09-14,195,2,9,5399.91,0,completed,South
1582,2024-06-07,28,3,10,3149.91,0.1,pending,South
1583,2024-06-21,87,14,5,24.95,0,completed,South
1584,2024-07-20,147,12,8,31.92,0,completed,East
1585,2025-10-15,151,1,4,3599.96,0,completed,North
1586,2025-07-08,161,18,6,809.95,0.1,pending,East
1587,2025-01-28,127,18,3,382.47,0.15,completed,South
1588,2025-10-31,98,7,3,161.97,0.1,completed,West
1589,2025-03-06,101,10,4,479.96,0,completed,South
1590,2025-06-10,168,21,9,1169.91,0,refunded,East
1591,2024-06-03,177,2,2,1199.98,0,completed,East
1592,2024-02-04,191,4,7,997.43,0.05,completed,South
1593,2025-07-10,197,17,2,759.98,0.05,completed,West
1594,2024-11-09,10,7,4,239.96,0,completed,West
1595,2024-04-19,124,9,8,639.92,0,completed,East
1596,2025-01-02,175,10,6,719.94,0,refunded,South
1597,2024-08-24,117,4,7,997.43,0.05,completed,South
1598,2025-06-05,48,3,7,2327.43,0.05,completed,South
1599,2024-09-28,188,24,1,499.99,0,refunded,North
1600,2025-04-06,3,21,3,331.47,0.15,completed,North
1601,2025-03-02,134,11,7,174.93,0,completed,East
1602,2025-07-27,155,23,3,227.97,0.05,completed,South
1603,2025-05-18,49,22,8,271.93,0.15,completed,West
1604,2025-05-20,4,17,2,759.98,0.05,pending,West
1605,2025-12-08,160,13,7,94.44,0.1,completed,North
1606,2024-09-26,60,23,8,543.93,0.15,completed,North
1607,2024-03-16,7,22,5,199.95,0,refunded,West
1608,2025-05-24,96,16,10,2374.91,0.05,completed,West
1609,2024-05-14,107,13,1,13.49,0.1,refunded,South
1610,2024-02-11,159,12,2,7.98,0,completed,East
1611,2024-02-03,115,11,3,74.97,0,completed,North
1612,2025-01-26,100,7,7,419.93,0,completed,North
1613,2024-08-17,6,17,1,399.99,0,completed,East
1614,2024-10-22,180,23,7,475.94,0.15,refunded,East
1615,2024-05-06,2,16,7,1749.93,0,completed,South
1616,2025-08-02,130,14,8,37.92,0.05,pending,East
1617,2025-03-18,8,11,8,199.92,0,completed,East
1618,2025-01-27,170,6,9,229.42,0.15,completed,West
1619,2025-02-03,23,9,6,407.95,0.15,completed,East
1620,2025-06-05,82,16,4,999.96,0,completed,North
1621,2025-09-14,37,17,2,799.98,0,completed,South
1622,2025-05-07,183,2,3,1799.97,0,completed,East
1623,2025-01-09,182,16,2,474.98,0.05,refunded,North
1624,2025-01-12,60,5,9,2429.92,0.1,completed,North
1625,2024-11-19,186,9,9,719.91,0,completed,South
1626,2024-01-10,28,22,5,199.95,0,completed,South
1627,2024-05-02,96,13,8,119.92,0,refunded,West
1628,2025-11-24,60,14,8,39.92,0,refunded,North
1629,2025-08-06,54,3,1,349.99,0,completed,East
1630,2024-11-02,140,20,3,170.97,0.05,pending,East
1631,2025-08-12,70,3,10,3324.9,0.05,completed,West
1632,2024-05-11,48,9,8,639.92,0,completed,South
1633,2025-08-20,65,20,3,179.97,0,refunded,North
1634,2024-09-12,34,20,5,284.95,0.05,completed,East
1635,2024-02-22,131,24,7,3499.93,0,completed,North
1636,2024-03-18,97,16,8,1999.92,0,completed,South
1637,2024-03-06,117,7,7,419.93,0,pending,South
1638,2024-06-22,121,19,5,3399.96,0.15,refunded,East
1639,2025-04-20,145,2,10,5699.9,0.05,completed,South
1640,2024-03-02,68,1,8,6119.93,0.15,completed,East
1641,2024-02-24,200,7,5,284.95,0.05,refunded,South
1642,2025-02-18,134,1,10,8999.9,0,completed,East
1643,2024-07-05,154,7,9,539.91,0,pending,South
1644,2024-05-22,94,16,3,637.47,0.15,completed,West
1645,2024-02-12,76,17,1,399.99,0,pending,West
1646,2024-06-30,115,6,6,152.95,0.15,completed,North
1647,2025-10-21,51,12,2,7.58,0.05,refunded,South
1648,2024-09-13,163,4,7,1049.93,0,completed,West
1649,2024-08-06,97,13,8,119.92,0,completed,South
1650,2024-06-09,17,22,1,39.99,0,refunded,South
1651,2025-06-13,98,25,1,69.99,0,completed,West
1652,2025-01-03,60,2,1,599.99,0,completed,North
1653,2024-12-20,95,1,1,899.99,0,completed,North
1654,2025-12-23,117,12,2,7.98,0,refunded,South
1655,2024-05-07,122,13,10,134.91,0.1,completed,North
1656,2025-11-22,61,21,2,233.98,0.1,completed,South
1657,2025-10-22,183,1,5,4499.95,0,pending,East
1658,2025-12-30,193,20,3,179.97,0,completed,West
1659,2025-02-26,62,1,7,6299.93,0,completed,North
1660,2024-07-09,97,19,7,5599.93,0,completed,South
1661,2025-02-08,95,1,8,6479.93,0.1,completed,North
1662,2025-04-23,173,15,7,66.43,0.05,pending,South
1663,2024-04-26,113,8,8,611.93,0.15,pending,South
1664,2024-08-05,196,9,8,639.92,0,completed,East
1665,2025-07-20,200,9,7,559.93,0,refunded,South
1666,2024-10-07,178,7,1,50.99,0.15,pending,West
1667,2025-06-15,67,22,2,79.98,0,pending,North
1668,2024-08-31,53,21,2,259.98,0,completed,East
1669,2024-04-15,90,17,5,1999.95,0,refunded,East
1670,2025-07-06,101,6,6,179.94,0,refunded,South
1671,2025-10-01,163,6,7,209.93,0,completed,West
1672,2025-02-19,178,6,6,170.94,0.05,pending,West
1673,2025-08-19,85,16,7,1574.94,0.1,pending,South
1674,2024-06-01,45,20,10,509.91,0.15,completed,South
1675,2025-11-04,20,19,8,6399.92,0,completed,South
1676,2025-04-24,71,12,9,34.11,0.05,completed,West
1677,2024-07-11,115,24,7,2974.94,0.15,pending,North
1678,2025-07-16,81,17,9,3599.91,0,completed,North
1679,2024-07-17,85,7,6,359.94,0,refunded,South
1680,2024-05-18,50,9,10,799.9,0,completed,East
1681,2024-11-30,146,24,2,899.98,0.1,pending,West
1682,2025-05-25,46,10,1,101.99,0.15,completed,North
1683,2025-05-10,3,16,9,2024.92,0.1,refunded,North
1684,2025-10-05,112,3,6,1889.95,0.1,completed,East
1685,2024-05-31,194,19,8,6399.92,0,completed,West
1686,2024-01-10,136,18,10,1499.9,0,refunded,West
1687,2024-01-13,86,4,10,1274.91,0.15,completed,West
1688,2025-03-05,184,19,3,2399.97,0,refunded,East
1689,2024-01-31,87,17,10,3399.91,0.15,pending,South
1690,2024-02-26,194,24,1,474.99,0.05,completed,West
1691,2024-03-23,180,3,10,3499.9,0,refunded,East
1692,2025-10-13,12,17,10,3599.91,0.1,completed,East
1693,2025-12-14,138,15,3,29.97,0,completed,West
1694,2024-06-21,41,11,8,179.93,0.1,completed,North
1695,2024-06-18,91,13,2,29.98,0,completed,South
1696,2025-01-12,181,2,1,599.99,0,completed,West
1697,2025-09-07,178,16,7,1749.93,0,completed,West
1698,2024-01-08,50,25,3,199.47,0.05,completed,East
1699,2024-07-28,60,15,6,59.94,0,pending,North
1700,2024-04-08,141,17,9,3239.92,0.1,completed,East
1701,2024-04-15,97,21,7,818.94,0.1,completed,South
1702,2024-07-05,104,10,9,1079.91,0,refunded,West
1703,2024-05-01,163,15,6,59.94,0,completed,West
1704,2024-02-22,140,2,4,2279.96,0.05,completed,East
1705,2025-10-13,162,12,7,27.93,0,completed,South
1706,2024-06-13,43,25,8,559.92,0,completed,South
1707,2025-08-17,111,17,8,3199.92,0,pending,South
1708,2024-06-21,154,16,5,1249.95,0,completed,South
1709,2025-07-31,199,23,3,239.97,0,completed,South
1710,2024-10-04,188,21,1,129.99,0,completed,North
1711,2024-12-29,4,22,6,203.95,0.15,refunded,West
1712,2024-05-01,118,25,10,699.9,0,pending,South
1713,2025-09-18,36,2,10,5999.9,0,completed,West
1714,2025-05-09,116,18,10,1274.91,0.15,refunded,West
1715,2025-01-07,132,25,4,265.96,0.05,completed,West
1716,2025-02-16,5,1,4,3599.96,0,completed,North
1717,2024-11-07,23,22,1,35.99,0.1,pending,East
1718,2024-03-03,145,23,10,719.91,0.1,completed,South
1719,2024-05-21,160,17,9,3059.92,0.15,completed,North
1720,2025-11-17,8,7,3,179.97,0,completed,East
1721,2025-10-25,25,8,9,809.91,0,completed,South
1722,2025-07-20,3,7,10,539.91,0.1,completed,North
1723,2024-12-20,79,13,8,119.92,0,completed,North
1724,2025-04-01,56,22,6,215.95,0.1,completed,South
1725,2025-03-29,105,25,6,377.95,0.1,completed,South
1726,2025-07-31,31,13,4,56.96,0.05,completed,South
1727,2025-06-23,119,17,1,379.99,0.05,pending,South
1728,2025-02-20,34,3,5,1574.96,0.1,completed,East
1729,2025-09-15,168,8,3,256.47,0.05,pending,East
1730,2024-02-15,27,15,10,99.9,0,pending,North
1731,2025-10-30,44,6,8,239.92,0,completed,South
1732,2024-11-19,31,13,3,44.97,0,completed,South
1733,2024-05-19,39,18,10,1274.91,0.15,completed,South
1734,2024-12-06,153,1,9,6884.92,0.15,completed,North
1735,2025-11-04,62,23,4,319.96,0,completed,North
1736,2024-06-18,46,16,10,2124.91,0.15,completed,North
1737,2024-01-07,126,25,2,139.98,0,pending,North
1738,2025-06-19,181,18,5,749.95,0,pending,West
1739,2024-06-19,76,25,6,419.94,0,refunded,West
1740,2024-04-03,113,6,10,299.9,0,refunded,South
1741,2024-05-27,67,8,8,719.92,0,completed,North
1742,2024-12-11,123,25,1,69.99,0,completed,West
1743,2025-02-03,107,20,2,119.98,0,completed,South
1744,2024-02-29,169,13,2,25.48,0.15,completed,West
1745,2024-03-29,77,16,5,1249.95,0,completed,West
1746,2024-12-02,157,16,4,949.96,0.05,completed,East
1747,2024-07-19,165,11,4,99.96,0,completed,South
1748,2025-06-01,48,1,3,2699.97,0,completed,South
1749,2025-12-02,29,1,6,5399.94,0,completed,West
1750,2025-06-14,183,7,1,53.99,0.1,completed,East
1751,2024-03-08,158,11,10,237.4,0.05,completed,East
1752,2024-12-02,143,7,3,152.97,0.15,completed,North
1753,2025-01-22,106,16,9,2249.91,0,completed,North
1754,2025-11-02,151,11,10,224.91,0.1,completed,North
1755,2025-08-17,197,1,3,2699.97,0,refunded,West
1756,2025-09-20,159,1,5,3824.96,0.15,completed,East
1757,2024-01-20,3,22,10,399.9,0,completed,North
1758,2024-04-14,63,17,2,799.98,0,completed,East
1759,2024-08-08,42,4,5,749.95,0,completed,South
1760,2024-12-20,106,9,5,399.95,0,refunded,North
1761,2025-02-25,68,3,4,1189.97,0.15,completed,East
1762,2025-07-19,30,3,9,3149.91,0,pending,North
1763,2025-05-30,153,11,4,84.97,0.15,pending,North
1764,2024-04-16,182,22,7,265.93,0.05,completed,North
1765,2025-10-08,199,20,6,323.95,0.1,completed,South
1766,2024-10-23,177,16,9,2249.91,0,refunded,East
1767,2025-11-02,63,23,10,719.91,0.1,pending,East
1768,2025-09-14,179,13,7,104.93,0,completed,South
1769,2024-12-19,104,13,3,40.47,0.1,completed,West
1770,2024-07-31,155,18,10,1349.91,0.1,completed,South
1771,2024-11-03,97,21,5,649.95,0,completed,South
1772,2024-02-29,124,5,7,1994.93,0.05,pending,East
1773,2025-05-24,159,24,6,2999.94,0,completed,East
1774,2025-02-02,124,13,8,119.92,0,refunded,East
1775,2024-07-23,194,3,8,2519.93,0.1,pending,West
1776,2024-08-15,107,6,9,269.91,0,completed,South
1777,2025-01-28,90,1,2,1799.98,0,pending,East
1778,2024-06-24,121,16,2,424.98,0.15,completed,East
1779,2025-02-19,107,17,5,1999.95,0,pending,South
1780,2024-12-11,121,9,8,607.92,0.05,refunded,East
1781,2025-03-30,13,4,8,1019.93,0.15,completed,West
1782,2025-06-10,30,8,3,256.47,0.05,completed,North
1783,2024-04-05,179,16,5,1062.46,0.15,refunded,South
1784,2024-12-06,176,11,4,99.96,0,completed,East
1785,2025-03-12,123,8,7,629.93,0,completed,West
1786,2025-08-16,25,22,4,159.96,0,pending,South
1787,2024-02-12,166,22,6,239.94,0,completed,West
1788,2024-06-19,60,8,1,85.49,0.05,completed,North
1789,2024-03-26,122,7,7,419.93,0,refunded,North
1790,2024-11-03,147,8,8,719.92,0,refunded,East
1791,2025-07-20,6,25,6,377.95,0.1,completed,East
1792,2025-07-14,8,1,1,764.99,0.15,completed,East
1793,2025-07-06,186,24,3,1349.97,0.1,refunded,South
1794,2024-12-15,160,22,10,399.9,0,completed,North
1795,2025-08-31,5,13,4,56.96,0.05,pending,North
1796,2025-07-22,97,24,1,424.99,0.15,completed,South
1797,2024-06-10,69,13,2,26.98,0.1,completed,South
1798,2025-01-11,6,23,8,607.92,0.05,completed,East
1799,2025-02-24,171,10,1,119.99,0,refunded,South
1800,2024-02-26,5,20,3,179.97,0,completed,North
1801,2025-04-28,29,13,7,99.68,0.05,completed,West
1802,2025-05-12,106,20,10,569.9,0.05,refunded,North
1803,2024-11-24,173,4,6,854.94,0.05,refunded,South
1804,2025-06-13,199,15,4,35.96,0.1,completed,South
1805,2025-12-08,197,20,6,323.95,0.1,pending,West
1806,2024-07-04,86,15,4,39.96,0,completed,West
1807,2024-07-01,135,22,9,359.91,0,refunded,South
1808,2024-05-29,79,2,5,2999.95,0,refunded,North
1809,2025-04-20,127,24,4,1799.96,0.1,completed,South
1810,2024-12-27,144,16,6,1349.95,0.1,completed,North
1811,2024-10-31,122,12,1,3.99,0,completed,North
1812,2025-04-14,68,7,10,569.9,0.05,refunded,East
1813,2024-10-06,149,9,9,719.91,0,refunded,East
1814,2025-06-10,52,6,10,299.9,0,completed,North
1815,2024-02-17,1,6,8,239.92,0,completed,South
1816,2024-05-01,70,2,2,1199.98,0,completed,West
1817,2025-12-13,52,19,7,5039.94,0.1,refunded,North
1818,2025-10-18,152,2,4,2399.96,0,completed,South
1819,2025-01-28,70,3,6,1784.95,0.15,completed,West
1820,2024-05-25,187,3,6,2099.94,0,completed,North
1821,2024-03-12,53,3,1,314.99,0.1,refunded,East
1822,2024-08-19,169,18,1,149.99,0,completed,West
1823,2024-12-27,111,7,10,509.91,0.15,completed,South
1824,2025-10-04,98,14,3,14.97,0,completed,West
1825,2024-10-02,157,19,2,1599.98,0,pending,East
1826,2025-07-01,61,7,6,359.94,0,completed,South
1827,2024-12-28,106,6,7,209.93,0,refunded,North
1828,2024-03-13,195,14,8,39.92,0,completed,South
1829,2024-07-27,7,17,6,2399.94,0,completed,West
1830,2025-08-16,8,14,6,29.94,0,pending,East
1831,2025-04-25,60,20,8,407.93,0.15,completed,North
1832,2025-11-10,124,16,9,2137.41,0.05,completed,East
1833,2024-08-26,153,18,3,404.97,0.1,completed,North
1834,2025-03-01,183,14,2,8.48,0.15,refunded,East
1835,2024-10-16,46,25,9,629.91,0,completed,North
1836,2024-08-11,63,17,2,679.98,0.15,completed,East
1837,2025-03-27,112,17,4,1519.96,0.05,completed,East
1838,2025-02-25,142,1,9,8099.91,0,pending,North
1839,2024-04-25,155,15,10,99.9,0,completed,South
1840,2024-12-09,165,12,1,3.99,0,pending,South
1841,2025-05-23,139,16,1,249.99,0,completed,West
1842,2024-09-25,162,18,7,997.43,0.05,completed,South
1843,2025-11-10,40,11,7,148.69,0.15,pending,East
1844,2024-05-19,109,25,2,132.98,0.05,completed,South
1845,2024-04-29,30,14,7,31.44,0.1,completed,North
1846,2024-06-13,93,6,1,28.49,0.05,completed,West
1847,2024-02-17,91,21,9,1169.91,0,pending,South
1848,2024-08-27,23,9,8,575.93,0.1,refunded,East
1849,2024-06-06,196,6,10,299.9,0,completed,East
1850,2025-07-21,15,9,8,607.92,0.05,refunded,West
1851,2024-06-15,186,1,7,5984.93,0.05,completed,South
1852,2024-06-04,85,6,9,269.91,0,completed,South
1853,2025-05-06,167,15,2,19.98,0,completed,South
1854,2025-07-05,13,15,8,79.92,0,completed,West
1855,2024-04-17,200,18,10,1499.9,0,refunded,South
1856,2025-01-09,175,5,7,2099.93,0,completed,South
1857,2024-05-25,28,24,4,1999.96,0,completed,South
1858,2025-01-25,89,23,5,359.95,0.1,completed,East
1859,2025-12-11,113,7,3,170.97,0.05,refunded,South
1860,2025-07-03,43,23,7,559.93,0,completed,South
1861,2024-08-25,47,16,4,999.96,0,completed,North
1862,2025-01-12,162,12,7,27.93,0,refunded,South
1863,2025-02-11,183,2,8,4319.93,0.1,completed,East
1864,2024-07-30,183,19,2,1359.98,0.15,completed,East
1865,2024-04-25,106,9,5,399.95,0,refunded,North
1866,2025-11-06,155,6,3,89.97,0,completed,South
1867,2025-03-09,7,2,6,3599.94,0,completed,West
1868,2024-10-31,109,6,10,299.9,0,completed,South
1869,2024-06-09,190,24,10,4249.91,0.15,completed,West
1870,2024-05-02,77,8,7,566.94,0.1,completed,West
1871,2025-10-28,92,14,7,34.93,0,completed,North
1872,2024-03-16,74,19,6,4319.95,0.1,refunded,South
1873,2024-01-07,200,16,2,499.98,0,pending,South
1874,2025-07-29,82,13,1,14.24,0.05,completed,North
1875,2024-08-25,156,19,10,7999.9,0,completed,West
1876,2024-07-08,88,17,1,359.99,0.1,completed,West
1877,2025-09-02,5,13,8,119.92,0,pending,North
1878,2025-07-12,104,11,3,74.97,0,completed,West
1879,2025-02-05,123,25,1,69.99,0,completed,West
1880,2024-01-06,171,4,5,749.95,0,pending,South
1881,2024-03-19,104,22,5,169.96,0.15,refunded,West
1882,2025-09-20,146,25,6,356.95,0.15,completed,West
1883,2025-07-05,1,23,3,239.97,0,refunded,South
1884,2025-02-25,185,23,6,455.94,0.05,completed,North
1885,2025-04-12,7,21,2,259.98,0,pending,West
1886,2024-08-27,143,21,6,779.94,0,completed,North
1887,2024-09-25,124,3,8,2799.92,0,completed,East
1888,2025-01-23,151,8,7,535.44,0.15,completed,North
1889,2025-07-18,169,14,8,35.93,0.1,refunded,West
1890,2024-10-09,17,10,6,647.95,0.1,pending,South
1891,2024-05-01,81,17,2,759.98,0.05,refunded,North
1892,2025-08-27,193,19,7,5599.93,0,completed,West
1893,2024-12-16,53,13,8,107.93,0.1,completed,East
1894,2025-01-25,188,10,7,839.93,0,completed,North
1895,2024-05-01,189,10,4,407.97,0.15,completed,South
1896,2025-12-07,35,2,10,5099.91,0.15,refunded,South
1897,2024-02-27,115,5,10,2549.91,0.15,completed,North
1898,2024-05-29,117,20,7,356.94,0.15,pending,South
1899,2025-10-26,18,6,7,178.44,0.15,completed,East
1900,2025-06-03,95,3,3,944.97,0.1,pending,North
1901,2024-01-02,166,12,2,7.98,0,completed,West
1902,2025-01-06,119,19,3,2399.97,0,completed,South
1903,2025-03-15,21,9,10,799.9,0,completed,South
1904,2024-02-27,154,3,9,2992.41,0.05,pending,South
1905,2024-12-15,168,7,3,179.97,0,completed,East
1906,2025-10-22,146,16,4,949.96,0.05,completed,West
1907,2025-08-19,19,18,10,1499.9,0,completed,East
1908,2025-04-16,68,4,7,944.94,0.1,completed,East
1909,2025-04-10,62,10,7,755.94,0.1,completed,North
1910,2024-08-08,67,14,7,34.93,0,refunded,North
1911,2024-07-04,67,20,9,539.91,0,pending,North
1912,2025-12-01,119,1,7,5984.93,0.05,completed,South
1913,2024-04-08,175,9,1,75.99,0.05,completed,South
1914,2024-12-06,198,24,9,4049.92,0.1,refunded,East
1915,2025-10-13,154,2,4,2399.96,0,completed,South
1916,2025-07-27,4,6,1,26.99,0.1,completed,West
1917,2025-05-02,79,5,4,1199.96,0,refunded,North
1918,2024-12-16,97,20,9,539.91,0,refunded,South
1919,2024-11-27,11,10,2,239.98,0,completed,South
1920,2025-10-05,63,25,10,699.9,0,pending,East
1921,2024-05-09,106,13,1,14.99,0,refunded,North
1922,2025-09-21,92,15,10,99.9,0,completed,North
1923,2025-06-24,85,4,5,637.46,0.15,completed,South
1924,2025-05-09,4,3,8,2799.92,0,refunded,West
1925,2024-03-01,34,10,4,479.96,0,completed,East
1926,2024-02-26,95,12,8,31.92,0,completed,North
1927,2025-01-16,51,17,2,799.98,0,pending,South
1928,2024-04-28,162,25,3,199.47,0.05,refunded,South
1929,2025-06-19,81,4,1,142.49,0.05,pending,North
1930,2024-03-24,136,3,8,2659.92,0.05,completed,West
1931,2025-10-06,175,25,8,503.93,0.1,refunded,South
1932,2025-01-19,190,25,7,465.43,0.05,pending,West
1933,2025-08-12,26,13,6,85.44,0.05,pending,West
1934,2024-10-01,92,10,1,119.99,0,completed,North
1935,2024-10-10,117,7,7,419.93,0,completed,South
1936,2024-09-14,54,16,2,474.98,0.05,completed,East
1937,2024-04-08,26,7,1,50.99,0.15,completed,West
1938,2024-06-29,176,22,6,239.94,0,completed,East
1939,2024-06-29,62,6,7,209.93,0,completed,North
1940,2024-08-23,111,6,4,113.96,0.05,completed,South
1941,2025-05-18,82,24,6,2699.95,0.1,pending,North
1942,2024-06-06,132,18,3,449.97,0,completed,West
1943,2025-04-02,120,15,9,89.91,0,completed,North
1944,2024-07-28,181,25,2,139.98,0,completed,West
1945,2024-07-01,20,20,5,269.95,0.1,completed,South
1946,2024-04-08,174,12,4,15.96,0,pending,West
1947,2024-09-24,20,1,3,2699.97,0,completed,South
1948,2025-09-21,117,23,7,559.93,0,pending,South
1949,2024-04-04,131,21,1,129.99,0,pending,North
1950,2025-10-17,177,5,9,2564.91,0.05,refunded,East
1951,2025-11-25,18,17,7,2379.94,0.15,pending,East
1952,2025-09-06,69,24,2,999.98,0,completed,South
1953,2024-03-27,122,15,6,56.94,0.05,completed,North
1954,2025-06-08,129,18,10,1349.91,0.1,completed,South
1955,2025-01-19,184,13,8,119.92,0,pending,East
1956,2024-06-13,15,18,5,637.46,0.15,completed,West
1957,2025-05-30,115,21,2,259.98,0,refunded,North
1958,2024-12-29,165,7,10,509.91,0.15,completed,South
1959,2024-11-18,71,2,8,4559.92,0.05,completed,West
1960,2025-01-17,104,8,6,539.94,0,completed,West
1961,2025-12-05,4,24,3,1349.97,0.1,completed,West
1962,2024-06-04,93,15,9,76.42,0.15,completed,West
1963,2024-06-16,180,10,7,713.94,0.15,completed,East
1964,2024-12-17,184,6,7,209.93,0,completed,East
1965,2025-04-02,137,4,4,569.96,0.05,completed,East
1966,2025-04-12,77,17,5,1999.95,0,completed,West
1967,2025-01-05,104,12,5,16.96,0.15,pending,West
1968,2025-11-24,165,1,10,8999.9,0,completed,South
1969,2024-09-16,34,19,2,1599.98,0,completed,East
1970,2024-11-09,85,1,8,6119.93,0.15,completed,South
1971,2024-09-26,76,17,7,2799.93,0,completed,West
1972,2024-05-29,177,6,3,76.47,0.15,completed,East
1973,2024-06-14,173,19,6,4799.94,0,pending,South
1974,2025-10-08,100,7,6,323.95,0.1,completed,North
1975,2025-06-18,131,24,4,1999.96,0,completed,North
1976,2025-01-15,158,17,2,799.98,0,completed,East
1977,2024-03-16,85,23,6,431.95,0.1,completed,South
1978,2024-08-31,134,23,7,531.93,0.05,completed,East
1979,2025-02-26,71,12,7,27.93,0,completed,West
1980,2024-06-27,57,23,4,271.97,0.15,refunded,East
1981,2025-09-18,112,24,7,3499.93,0,completed,East
1982,2025-10-15,148,10,3,341.97,0.05,completed,North
1983,2024-01-09,41,4,2,284.98,0.05,completed,North
1984,2024-06-15,7,17,3,1199.97,0,completed,West
1985,2025-03-23,166,7,7,398.93,0.05,completed,West
1986,2025-03-22,53,18,8,1199.92,0,pending,East
1987,2025-03-27,164,2,7,3989.93,0.05,refunded,East
1988,2025-07-14,69,24,1,499.99,0,completed,South
1989,2025-05-07,104,20,3,161.97,0.1,pending,West
1990,2025-07-03,130,7,10,599.9,0,pending,East
1991,2025-09-02,190,10,1,113.99,0.05,refunded,West
1992,2025-06-29,149,6,3,89.97,0,completed,East
1993,2024-08-20,6,21,1,110.49,0.15,refunded,East
1994,2025-02-06,179,18,8,1199.92,0,completed,South
